index,title,director,cast,genres,Release Month,Release Date,Highest Grosser By Year(in crores)
4506,Mere Hamdam Mere Dost,Amar Kumar,"nigar,achala,mumtaz,prakash,sachdev,dharmendra,snehlata,santosh,kumar,kashmiri,nazir,sharmila,khairati,sultana,tagore,rehman,om","drama,romantic",,,
4507,Mere Huzoor,Vinod Kumar,"chhaya,n,manorama,sinha,mala,jeetendra,walker,kumar,david,indira,k,raaj,billi,johnny,zeb,surekha,laxmi,singh,rehman","drama,romantic",,,
4508,Nadir Shah,S. N. Tripathi,"minu,khan,murad,mumtaz,naaz,sheikh,p,feroz,hiralal,sadiq,mukhtar,kailash","historical,action,drama",,,
4509,Neel Kamal,Ram Maheshwari,"mehmood,murad,waheeda,manoj,balraj,shashikala,jairaj,pawar,kumar,p,raaj,sahni,myers,tiwari,lalita,rehman,ruby","reincarnation,drama",,,
4510,Padosan,Jyoti Swaroop,"mehmood,prakash,jankidas,dulari,kishore,kumar,sunder,dutt,sunil,om,agha,raj,saira,banukishore","musical,comedy",,,
4511,Parivar,Kewal P. Kashyap,"nanda,tun,krishan,prakash,rajendranath,jankidas,jeetendra,sulochana,dhawan,om","family,drama",,,
4512,Payal Ki Jhankar,M. V. Raman,"rajasree,kishore,kumar,p,jyotilaxmi,dhumal,kailash,rehman","romantic,melodrama",,,
4513,Pinjra,V. Shantaram,"lagoo,nilu,shriram,deshmukh,vatsala,bhalchandra,kulkarni,sandhya,phule","social,romantic,melodrama",,,
4514,Professor and Jadugar,Sultan,"kapoor,prem,bansal,dalpat,sagar,indira,bob,indrajit,khurshid,jr,poonam","fantasy,action",,,
4515,Raaste Aur Manzil,C. Vishwanath,"sachin,pratima,jairaj,p,devi,azra,sushma",social,,,
4516,Raja Aur Runk,K. P. Atma,"kapoor,mohan,kamal,kumkum,choti,gupta,prasad,kumar,mahesh,aruna,sanjeev,bipin,irani,mukri,ajit,badri,nazima,roy,nirupa","costume,drama",,,
4517,Roop Rupaiya,P. L. Santoshi,"anita,rom,musharraf,jagdeep,ulhas,jayamala,vivek,mirza",social,,,
4518,Saathi,C. V. Sridhar,"rajendra,mohan,pahari,vyjayanthimala,simi,veena,kumar,sanyal,sanjeev,shabnam,david,ram,sapru","drama,romantic",,,
4519,Sadhu Aur Shaitaan,A. Bhimsingh,"mehmood,anwar,tun,prakash,jankidas,kishore,kumar,pran,bharathi,mukri,om",comedy,,,
4520,Sankat Mein Swasthya Aur Safai aka Health and Cleanliness in Crisis,Shantaram Athavale,unknown,social,,,
4521,Sapnon Ka Saudagar,Mahesh Kaul,"kapoor,malini,nadira,achala,sachdev,khote,david,kumar,jayant,satyen,roopesh,tanuja,hema,kappu,raj,durga",drama,,,
4522,Saraswatichandra,Govind Saraiya,"seema,b,ashish,deo,vyas,sulochana,kumar,chaudhary,nutan,mahesh,ramesh,nayampally,m,vijaya,surendra,desai","social,drama",,,
4523,Shikar,Atma Ram,"asha,helen,parekh,deo,walker,kumar,ramesh,sanjeev,bela,johnny,manmohan,dharmendra,rehman,bose","mystery,action,thriller",,,
4524,Shrimanji,Ram Dayal,"meena,murad,i,shahida,rai,avtar,kishore,veena,kumar,johar,s,ram,hiralal",comedy,,,
4525,Spy in Rome,B. K. Adarsh,"n,dev,rajendranath,sinha,kumar,lata,k,jayamala,singh,madhumati","spy,action,thriller",,,
4526,Suhaag Raat,R. Bhattacharya,"mehmood,chhaya,rajashree,jeetendra,sulochana,gupta,shabnam,parshuram,laxmi,dhumal,jr,bipin",melodrama,,,
4527,Sunghursh,Harnam Singh Rawail,"balraj,vyjayanthimala,khote,sulochana,kumar,dilip,ulhas,verma,sanjeev,sahni,iftekhar,deven,jayant,durga",drama,,,
4528,Tarzan In Fairyland,Sushil Gupta,"shyam,mohan,amar,azad,kumar,indira,nazir,kumud,tripathi,ram,kashmiri","fantasy,action",,,
4529,Tatar Ki Hasina,Aslam Ilahabadi,"murad,heera,sherry,chonkar,kumud,tripathi,jeevankala,sawant,gulshan,raj,nalini",fantasy,,,
4530,Teen Bahuraniyan,"S. S. Balan, S. S. Vasan","kapoor,shashikala,deo,pawar,ramesh,prithviraj,jagdeep,agha,lalita,dhumal,kanhaiyalal","family,comedy",,,
4531,Teri Talash Mein,Kewal Mishra,"khan,mohan,sailesh,madan,kumkum,puri,choti,kumar,indira,amarnath,w,ram,m,billi","mystery,murder,action",,,
4532,Vaasna,T. Prakash Rao,"khan,padmini,rajendranath,sayeeda,biswajeet,kumar,chhugani,raaj,kumud,mukri,tiwari","social,family,drama",,,
4533,Watan Se Door,Kamran,"dara,tun,habib,amar,daisy,randhawa,nishi,bela,irani,amarnath,tiwari,singh,bose","action,war",,,
4534,Aadmi Aur Insaan,Unknown,"khan,feroz,banu,dharmendra,saira",unknown,,,
4535,Aansoo Ban Gaye Phool,Unknown,"helen,anup,alka,nirupa,kumar,pran,debu,mukherjee,roy,ashok",unknown,,,
4536,Anjaan Hai Koi,Babubhai Mistry,"khan,mohan,helen,chonkar,choti,aruna,feroz,irani,tiwari,nalini","suspense,thriller",,,
4537,Anjaana,Unknown,"pran,rajendra,kumar,babita",unknown,,,
4538,Anmol Moti,Unknown,"jayant,jeetendra,jagdeep,babita",unknown,,,
4539,Apna Khoon Apna Dushman,Kamran,"shyam,dara,tun,habib,mumtaz,randhawa,kumar,shirodkar,ulhas,sanjana,maruti,meenaxi,tiwari,singh",action,,,
4540,Aradhana,Shakti Samanta,"jalal,farida,rajesh,khanna,kumar,sharmila,tagore,sujeet,ashok",unknown,,,
4541,Aya Sawan Jhoom Ke,Unknown,"asha,dharmendra,parekh",unknown,,,
4542,Badi Didi,Unknown,unknown,unknown,,,
4543,Balak,Unknown,sarika,unknown,,,
4544,Bandhan,Unknown,"mumtaz,kumar,rajesh,rupesh,khanna",unknown,,,
4545,Beti,Unknown,"nanda,sanjay,khan",unknown,,,
4546,Bhai Bahen,Unknown,"kumar,pran,dutt,nutan,sunil,ashok",unknown,,,
4547,Bhuvan Shome,Mrinal Sen,"dutt,utpal,mulay,suhasini",unknown,,,
4548,Chanda Aur Bijli,Unknown,"mehmood,sachin,padmini,junior,jeevan",unknown,,,
4549,Chirag,Raaj Khosla,"dutt,sunil,asha,parekh",unknown,,,
4550,Dharti Kahe Pukarke,Unknown,"nanda,kanaiya,jeetendra,kumar,leela,sanjeev,mishra,lal",unknown,,,
4551,Do Bhai,Unknown,jeetendra,unknown,,,
4552,Do Raaste,Unknown,"prem,balraj,mumtaz,rajesh,khanna,chopra,jayant,sahani",unknown,,,
4553,Doli,Unknown,"babita,rajesh,khanna",unknown,,,
4554,Ek Phool Do Mali,Devendra Goel,"khan,balraj,sanjay,sahni,sadhna",unknown,,,
4555,Ek Shriman Ek Shrimati,Unknown,"shashi,kapoor,rajendra,prakash,nath,babita,om",unknown,,,
4556,Gunda,Unknown,"sujit,kumar",unknown,,,
4557,The Guru,Unknown,unknown,unknown,,,
4558,Gustakhi Maaf,Unknown,unknown,unknown,,,
4559,Hum Ek Hain,Unknown,unknown,unknown,,,
4560,Insaaf Ka Mandir,Unknown,unknown,unknown,,,
4561,Intaquam,R.K. Nayyar,"khan,kumar,sanjay,sadhna,rehman,ashok",unknown,,,
4562,Ittefaq,Yash Chopra,"nanda,sujit,jagirdar,rajesh,khanna,kumar,gajanan,bindu,iftekhaar",unknown,,,
4563,Jaal Saz,Unknown,unknown,unknown,,,
4564,Jahan Pyar Mile,Lekh Tondon,"shashi,hema,kapoor,malini",unknown,,,
4565,Jeene Ki Raah,L.V. Prasad,"jeetendra,manmohan,krishn,tanuja",unknown,,,
4566,Jigri Dost,Unknown,"jeetendra,mumtaz",unknown,,,
4567,Jyoti,Unknown,"navodita,sanjeev,kumar",unknown,,,
4568,Khamoshi,Unknown,"waheeda,rajesh,khanna,dharmendra,rehman",unknown,,,
4569,Madhavi,Chanakya,"mehmood,khan,murad,padmini,deepa,pran,kumar,aruna,irani,sanjay,mukri,roopesh",unknown,,,
4570,Mahabaladu,Unknown,unknown,unknown,,,
4571,Mahal,Unknown,"anand,dev,asha,parekh",unknown,,,
4572,Mahua,Unknown,unknown,unknown,,,
4573,Mera Dost,Unknown,unknown,unknown,,,
4574,Mera Yaar Mera Dushman,Unknown,unknown,unknown,,,
4575,Meri Bhabhi,Unknown,unknown,unknown,,,
4576,Mr. Murder,Nisar Ahmad Ansari,"nisar,jahan,change,ahmad,nakhi,ansari,usmani",suspense,,,
4577,Mujhe Seene Se Laga Lo,Unknown,unknown,unknown,,,
4578,Munna,Unknown,unknown,unknown,,,
4579,Nanha Farishta,Unknown,pran,unknown,,,
4580,Nateeja,Unknown,unknown,unknown,,,
4581,Paisa Ya Pyaar,Unknown,unknown,unknown,,,
4582,Patthar Ke Khwab,Unknown,unknown,unknown,,,
4583,Prarthana,Unknown,unknown,unknown,,,
4584,Prince,Unknown,"kapoor,shammi,vyjayanthimala",unknown,,,
4585,Priya,Unknown,unknown,unknown,,,
4586,Pujarin,Unknown,unknown,unknown,,,
4587,Pyaasi Sham,Unknown,"dutt,sunil,sharmila,tagore",unknown,,,
4588,Pyar Hi Pyar,Bhappi Sonie,"mehmood,khan,madan,helen,vyjayanthimala,puri,salim,sulochana,pran,dhumal,dharmendra,jr",romance,,,
4589,Pyar Ka Mausam,Unknown,"shashi,kapoor,asha,parekh",unknown,,,
4590,Pyar Ka Sapna,Hrishikesh Mukherjee,"sinha,mala,walker,biswajeet,kumar,johnny,ashok",unknown,,,
4591,Rahgir,Tarun Majumdar,"asit,shashikala,vasant,choudhary,biswajeet,padma,sen,iftekhar,sandhya,kanhaiyalal,roy,nirupa","social,drama,romantic",,,
4592,Raja Saab,Unknown,"shashi,nanda,kapoor",unknown,,,
4593,Rakhi Rakhi,Unknown,unknown,unknown,,,
4594,Road to Sikkim,Unknown,"dev,kumar",unknown,,,
4595,Saat Hindustani,Khwaja Ahmad Abbas,"madhu,jalal,bachchan,dutt,utpal,amitabh,agha",unknown,,,
4596,Sachaai,Unknown,"kapoor,kumar,pran,sanjeev,shammi,babita",unknown,,,
4597,Sajan,Unknown,"asha,shatrughan,madan,manoj,parekh,puri,sinha,kumar",unknown,,,
4598,Samay Bada Balwan,Sohrab Modi,"shahida,sailesh,helen,kumar,sohrab,aruna,modi,irani,mehtab","social,drama",,,
4599,Sansar Leela,Unknown,unknown,unknown,,,
4600,Sara Akash,Unknown,unknown,unknown,,,
4601,Satyakam,Unknown,"sanjeev,dharmendra,kumar",unknown,,,
4602,Shart,Unknown,unknown,unknown,,,
4603,Shatranj,Unknown,"mehmood,rajendra,waheeda,kumar,rehman",unknown,,,
4604,Simla Road,Unknown,unknown,unknown,,,
4605,Surya Devata,Unknown,unknown,unknown,,,
4606,Talash,O.P. Ralhan,"tagore,rajendra,sharmila,kumar",unknown,,,
4607,Tamanna,Unknown,unknown,unknown,,,
4608,The Gold Medal,Ravikant Nagaich,"bindu,dharmendra,jeetendra",unknown,,,
4609,Thief of Baghdad,Shriram Bohra,"dara,b,helen,vyas,nishi,m,singh",unknown,,,
4610,Toofan,Unknown,unknown,unknown,,,
4611,Tumse Achha Kaun Hai,Pramod Chakravorty,"kapoor,pran,shammi,babita",unknown,,,
4612,Vishwas,Unknown,"aparna,jeetendra,sen",unknown,,,
4613,Wapas,Unknown,unknown,unknown,,,
4614,Wardrobe,Unknown,unknown,unknown,,,
4615,Waris,Ramanna,"mehmood,prem,malini,sudesh,kaushal,sachin,jeetendra,kumar,aruna,irani,chopra,kamini,david,hema,sunder,nazima","action,family,romance",,,
4616,Yakeen,Unknown,"tagore,dharmendra,sharmila",unknown,,,
4617,Aag Aur Daag,A. Salaam,"puri,joy,mukherjee,madan",action,,,
4618,Aan Milo Sajna,Mukul Dutt,"vinod,asha,parekh,rajesh,khanna",drama,,,
4619,Aansoo Aur Muskan,P. Madhavan,"bindu,padmini",drama,,,
4620,Abhinetri,Subodh Mukherjee,"shashi,kapoor,malini,mukherjee,deb,hema",drama,,,
4621,Bachpan,Kotayya Pratyagatma,"sanjeev,kumar,tanuja",drama,,,
4622,Bhagwan Parshuram,Babubhai Mistri,helen,drama,,,
4623,Bhai-Bhai,Raja Nawathe,"asha,mumtaz,parekh,pran,dutt,sunil",drama,,,
4624,Bombay Talkie,James Ivory,"shashi,kendal,kapoor,jennifer",unknown,,,
4625,Chetna,B.R. Ishara,"sinha,dhawan,shatrughan,anil",action,,,
4626,Choron Ka Chor,Mohammed Hussain,"puri,madan",drama,,,
4627,Darpan,Adurthi Subba Rao,"dutt,sunil,waheeda,rehman",drama,,,
4628,Dastak,Rajinder Singh Bedi,"sanjeev,kumar",drama,,,
4629,Deedar,Jugal Kishore,"dheeraj,anjana,kumar,choudhury",drama,,,
4630,Devi,Madhusudan Rao V.,"madan,puri,kumar,nutan,sanjeev",drama,,,
4631,Dharti,Sridhar,"rajendra,waheeda,rehman,kumar",action,,,
4632,Ehsan,Shiv Kumar,"aruna,irani,helen",drama,,,
4633,Ek Nanhi Munni Ladki Thi,Vishram Bedekar,"kapoor,mumtaz,helen,prithviraj",drama,,,
4634,Ganwaar,Naresh Kumar,"vyjayanthimala,rajendra,kumar,pran",romance,,,
4635,Geet,Ramanand Sagar,"rajendra,sinha,mala,kumar,sujeet",drama,,,
4636,Ghar Ghar Ki Kahani,T. Prakash Rao,"balraj,rakesh,roshan,bharathi,sahani,roy,nirupa",drama,,,
4637,Gopi,A. Bhimsingh,"prakash,kumar,dilip,pran,banu,saira,om",unknown,,,
4638,Gunah Aur Kanoon,B.R. Ishara,"kapoor,sanjeev,kumar,prithviraj",drama,,,
4639,Heer Raanjha,Chetan Anand,"kapoor,kumar,pran,prithviraj,raaj",romance,,,
4640,Himmat,Ravikant Nagaich,"prem,jeetendra,chopra,mumtaz",romance,,,
4641,Holi Ayee Re,Harsukh Jagneshwar Bhatt,"sinha,mala,shatrughan",romance,,,
4642,Humjoli,Ramanna,"chandavarkar,leena,jeetendra,pran",comedy,,,
4643,Insaan Aur Shaitan,Aspi Irani,"aruna,sanjeev,irani,kumar",action,,,
4644,Inspector,Chand,"joy,mukherjee,helen",action,,,
4645,Ishq Par Zor Nahin,Ramesh Saigal,"dharmendra,sadhana,shivdasani",romance,,,
4646,Jawab,Ramaana,"mehmood,prem,aruna,irani,chopra",romance,,,
4647,Jeevan Mrityu,Satyen Bose,"raakhee,dharmendra",romance,,,
4648,Johny Mera Naam,Vijay Anand,"prem,dev,malini,anand,pran,nath,hema","crime,drama",,,
4649,Kab? Kyoon? Aur Kahan?,Anil Hingorani,"pran,dharmendra,babita",mystery,,,
4650,Khilona,Chander Vohra,"sanjeev,jeetendra,kumar,mumtaz",romance,,,
4651,Maa Aur Mamta,Asit Sen,"nutan,kumar,ashok",drama,,,
4652,Maa Ka Aanchal,Jagdev Bhambri,"sanjeev,mishra,kumar,leela",drama,,,
4653,Maharaja,Naresh Saigal,"khan,nutan,sanjay,roy,nirupa",drama,,,
4654,Man Ki Aankhen,Raghunath Jhalani,"dharmendra,waheeda,rehman",drama,,,
4655,Mastana,Adurthi Subba Rao,"mehmood,vinod,bharathi,khanna",comedy,,,
4656,Mera Naam Joker,Raj Kapoor,"kapoor,rajendra,manoj,dharmendra,simi,kumar,rishi,garewal,raj","musical,drama",,,
4657,Mere Humsafar,Dulal Guha,"tagore,jeetendra,sharmila",romance,,,
4658,Moojrim,Kewal Misra,"chuggani,joy,mukherjee,kumud",action,,,
4659,My Love,S. Sukhdev,"shashi,kapoor,sharmila,tagore",romance,,,
4660,Nanak Dukhiya Sab Sansar,Dara Singh,"kapoor,dara,balraj,mumtaz,prithviraj,pran,sahni,singh",unknown,,,
4661,Naya Raasta,Khalid Akhtar,"asha,jalal,farida,parekh,jeetendra",drama,,,
4662,Pagla Kahin Ka,Shakti Samanta,"kapoor,asha,shammi,parekh",romance,,,
4663,Pardesi,Kundan Kumar,mumtaz,drama,,,
4664,Pavitra Paapi,Rajendra Bhatia,"sahni,balraj,tanuja",drama,,,
4665,Pehchan,Sohanlal Kanwar,"kumar,manoj,babita",romance,,,
4666,Prem Pujari,Dev Anand,"dev,waheeda,shatrughan,sinha,anand,rehman",romance,,,
4667,Purab Aur Paschim,Manoj Kumar,"prem,manoj,madan,puri,kumar,pran,bharathi,chopra,banu,saira",drama,,,
4668,Puraskar,Unknown,"joy,mukherjee,jalal,farida",action,,,
4669,Pushpanjali,Kishore Sahu,"prem,khan,sanjay,nath",drama,,,
4670,Raaton Ka Raja,Unknown,"sinha,dheeraj,shatrughan,kumar",drama,,,
4671,Rootha Na Karo,Sunder Dar,"shashi,kapoor,nanda,aruna,irani",romance,,,
4672,Saas Bhi Kabhi Bahu Thi,Unknown,"chandavarkar,khan,leena,sanjay",drama,,,
4673,Sachaa Jhutha,Manmohan Desai,"vinod,mumtaz,rajesh,khanna",drama,,,
4674,Safar,Asit Sen,"khan,rajesh,kumar,khanna,feroz,sharmila,tagore,ashok",drama,,,
4675,Samaj Ko Badal Dalo,Madhusudan Rao V.,"aruna,irani,sharada,pran",drama,,,
4676,Sampoorna Teerth Yatra,Dhirubhai Desai,"jeevan,jaymala",drama,,,
4677,Sawan Bhadon,Mohan Segal,"rekha,navin,nischol",drama,,,
4678,Sharafat,Asit Sen,"malini,kumar,hema,dharmendra,ashok",unknown,,,
4679,Soldier Thakur Daler Singh,Unknown,unknown,unknown,,,
4680,Suhana Safar,Vijay,"shashi,kapoor,sharmila,tagore",drama,,,
4681,The Train,Ravikant Nagaich,"nanda,madan,helen,puri,rajesh,khanna",drama,,,
4682,Truck Driver,Unknown,unknown,unknown,,,
4683,Tum Haseen Main Jawaan,Bhappi Sonie,"malini,helen,pran,hema,dharmendra",romance,,,
4684,Umang,Atma Ram,"ghai,kumar,satish,subhash",drama,,,
4685,Yaadgaar,S. Ram Sharma,"prem,manoj,madan,puri,kumar,pran,nutan,chopra",drama,,,
4686,Aap Aye Bahaar Ayee,Mohan Kumar,"prem,rajendra,kumar,chopra,sadhna",comedy,,,
4687,Adhikar,S.M. Sagar,"nanda,kumar,pran,mukherjee,deb,ashok",drama,,,
4688,Albela,A. Shamsheer,"mehmood,aruna,irani",drama,,,
4689,Anand,Hrishikesh Mukherjee,"deo,bachchan,ramesh,rajesh,khanna,sunita,sanyal,amitabh",drama,,,
4690,Andaz,Ramesh Sippy,"kapoor,malini,rajesh,khanna,shammi,hema",drama,,,
4691,Anubhav,Basu Bhattacharya,"sanjeev,kumar,tanuja",drama,,,
4692,Badnam Basti,Prem Kapoor,"nadita,thakur,sethi,nitin",drama,,,
4693,Badnam Farishte,Unknown,"tagore,sharmila",drama,,,
4694,Balidaan,Unknown,"banu,kumar,manoj,saira",drama,,,
4695,Banphool,Vijay Bhatt,"sinha,jeetendra,shatrughan,babita",romance,,,
4696,Beharoopia,Rajesh Nanda,helen,drama,,,
4697,Bikhare Moti,Tapi Chanakya,"jeetendra,babita",romance,,,
4698,Buddha Mil Gaya,Hrishikesh Mukherjee,"prakash,nischol,navin,archana,om",drama,,,
4699,Caravan,Nasir Hussain,"asha,parekh,jeetendra,aruna,irani",romance,,,
4700,Chaahat,Homi Bhattacharya,"sinha,mala,jeetendra,mumtaz",romance,,,
4701,Chhoti Bahu,K.B. Tilak,"tagore,sharmila,rajesh,khanna",drama,,,
4702,Do Boond Pani,Khwaja Ahmad Abbas,"madhu,jalal,simi,chanda,agha,garewal",drama,,,
4703,Do Raha,Unknown,"sinha,dhawan,shatrughan,anil",drama,,,
4704,Door Ka Raahi,Kishore Kumar,"ashok,kishore,kumar,tanuja",drama,,,
4705,Dost Aur Dushman,Kewal Mishra,"vinod,shatrughan,sinha,rekha,khanna",drama,,,
4706,Ek Nari Ek Brahmachari,Kotayya Pratyagatma,"aruna,jeetendra,irani,mumtaz",comedy,,,
4707,Ek Paheli,Naresh Kumar,"khan,kumar,aruna,feroz,sanjeev,irani",thriller,,,
4708,Elaan,K. Ramanlal,"vinod,mehra,madan,rekha,puri,khanna",thriller,,,
4709,Ek Thi Reeta,Roop K. Shorey,"vinod,mehra,i,daisy,tanuja,faryal,chatterjee,irani,johar,s,lolita,rehman",drama,,,
4710,Gambler,Amarpreet,"dev,zaheeda,shatrughan,sinha,anand,zahira",thriller,,,
4711,Ganga Tera Pani Amrit,Unknown,"narendra,nath,pran,roy,nirupa",drama,,,
4712,Guddi,Hrishikesh Mukherjee,"bhaduri,jaya,dharmendra,pran",romance,,,
4713,Haathi Mere Saathi,M.A. Thirumugham,"tanuja,rajesh,khanna",romance,,,
4714,Hare Rama Hare Krishna,Dev Anand,"prem,dev,mumtaz,rajendranath,anand,chopra,zeenat,aman",drama,,,
4715,Haseenon Ka Devata,Ravikant Nagaich,"rekha,khan,sanjay,helen",drama,,,
4716,Hulchul,O. P. Ralhan,"prem,bedi,helen,madan,puri,chopra,zeenat,kabir,aman",thriller,,,
4717,Hum Tum Aur Woh,Shiv Kumar,"vinod,bharathi,khanna",drama,,,
4718,Hungama,Unknown,"vinod,mumtaz,kishore,kumar,khanna",comedy,,,
4719,Jaane-Anjaane,Shakti Samanta,"kapoor,vinod,chandavarkar,leena,khanna,shammi",drama,,,
4720,Jai Bangladesh,I. S. Johar,"dutt,kabari,dilip,choudhury",drama,,,
4721,Jai Jawan Jai Makan,Vishram Bedekar,"bhaduri,jaya,dhawan,anil",drama,,,
4722,Jal Bin Machhli Nritya Bin Bijli,Rajaram Vankudre Shantaram,"abhijeet,dina,pathak",romance,,,
4723,Jawan Mohabbat,Bhappi Sonie,"kapoor,asha,mumtaz,parekh,pran,shammi",romance,,,
4724,Johar Mehmood in Hong Kong,S.A. Akbar,"mehmood,aruna,irani,pran",comedy,,,
4725,Jwala,M.V. Raman,"dutt,sunil,madhubala,pran",action,,,
4726,Kabhi Dhoop Kabhi Chhaon,Chandrakant,"dara,singh,ameeta",drama,,,
4727,Kahin Aar Kahin Paar,Unknown,"joy,nadira,mukherjee",romance,,,
4728,Kal Aaj Aur Kal,Randhir Kapoor,"kapoor,randhir,prithviraj,babita,raj",drama,,,
4729,Kangan,K.B. Tilak,"sinha,mala,kumar,aruna,sanjeev,irani",drama,,,
4730,Kathputli,Brij,"jeetendra,mumtaz",romance,,,
4731,Kati Patang,Shakti Samanta,"asha,parekh,rajesh,khanna",romance,,,
4732,Khoj,Jugal Kishore,"sinha,jalal,farida,shatrughan",drama,,,
4733,Ladki Pasand Hai,C.L. Rawal,mumtaz,drama,,,
4734,Lagan,Ramanna,"prem,chopra",drama,,,
4735,Lakhon Mein Ek,S.S. Balan,"mehmood,aruna,irani,pran",comedy,,,
4736,Lal Patthar,Sushil Majumdar,"vinod,raakhee,malini,mehra,kumar,hema,raj",romance,,,
4737,Main Sunder Hoon,R. Krishnan,"mehmood,leena,chandavarkar",drama,,,
4738,Man Mandir,Tapi Chanakya,"waheeda,rakesh,kumar,sanjeev,roshan,rehman",drama,,,
4739,Man Tera Tan Mera,B. R. Ishara,"rehana,sultan",drama,,,
4740,Maryada,Aravind Sen,"sinha,mala,rajesh,pran,khanna",romance,,,
4741,Mehboob Ki Mehndi,Harnam Singh Rawail,"chandavarkar,leena,rajesh,khanna",romance,,,
4742,Mela,Prakash Mehra,"khan,feroz,sanjay,mumtaz",unknown,,,
4743,Memsaab,Atma Ram,"vinod,yogeeta,bali,khanna",drama,,,
4744,Mera Gaon Mera Desh,Raj Khosla,"vinod,asha,parekh,khanna,dharmendra",drama,,,
4745,Mere Apne,Gulzar,"meena,vinod,kumari,shatrughan,sinha,khanna",drama,,,
4746,Naya Zamana,Pramod Chakravorty,"malini,kumar,pran,hema,dharmendra,ashok",romance,,,
4747,Paras,C.P. Dixit,"raakhee,shatrughan,sinha,kumar,sanjeev",drama,,,
4748,Paraya Dhan,Rajendra Bhatia,"malini,balraj,rakesh,roshan,sahni,hema",drama,,,
4749,Parde Ke Peechey,K. Shankar,"bindu,yogeeta,bali,pran",drama,,,
4750,Parwana,Jyoti Swaroop,"bachchan,nischol,yogeeta,amitabh,navin,bali",unknown,,,
4751,Patanga,Kedar Kapoor,"shashi,kapoor,vimi,zeb,rehman",drama,,,
4752,Phir Bhi,Shivendra Sinha,"urmila,pratap,bhatt,sharma,suresh,oberoi",drama,,,
4753,Preet Ki Dori,Unknown,"parikshit,sahni,tanuja",drama,,,
4754,Preetam,Bhappi Sonie,"kapoor,leena,chandavarkar,shammi",romance,,,
4755,Pyar Ki Kahani,Ravikant Nagaich,"sinha,bachchan,mala,amitabh,tanuja",drama,,,
4756,Rakhwala,Adurthi Subba Rao,"chandavarkar,leena,dharmendra",romance,,,
4757,Ramu Ustad,Mohammed Hussain,"puri,dara,singh,madan",drama,,,
4758,Reshma Aur Shera,Sunil Dutt,"waheeda,bachchan,dutt,sunil,amitabh,rehman",unknown,,,
4759,Saat Sawal,Babubhai Mistry,"johnny,whisky",drama,,,
4760,Saaz Aur Sanam,JBH Wadia,"rekha,premendra",romance,,,
4761,Sansar,Dilip Bose,"anupama,roy,nirupa",drama,,,
4762,Seema,Surendra Mohan,"bedi,rakesh,simi,bhattacharya,bharati,khanna,roshan,padma,abhi,garewal,kabir",drama,,,
4763,Sharmeelee,Samir Ganguly,"shashi,raakhee,kapoor",romance,,,
4764,Shri Krishna Leela,Homi Wadia,"tabassum,sachin,desai,jayshree,hina,manhar,sapru,gadkar",religious,,,
4765,Tere Mere Sapne,Vijay Anand,"dev,malini,tabassum,mumtaz,anand,vijay,agha,hema",unknown,,,
4766,Tulsi Vivah,Chandrakant,"anita,dara,bhattacharya,gadkar,jayshree,randhawa,guha,abhi,singh","mythology,religious,drama",,,
4767,Umeed,Nitin Bose,"naidu,nanda,tun,kumar,leela,mukherjee,joy,mishra,ashok","social,family,drama",,,
4768,Upaasna,Mohan,"khan,anwar,helen,mumtaz,feroz,sanjay,hussain",drama,,,
4769,Uphaar,Sudhendu Roy,"jaya,kaushal,swarup,chatwal,leela,dutt,badhuri,suresh,kamini,mishra","family,drama",,,
4770,Woh Din Yaad Karo,K. Amarnath,"mehmood,khan,nanda,tun,madan,shashikala,puri,jayshree,sanjay,wasti,t",drama,,,
4771,Aan Baan,Prakash Mehra,"raakhee,pran",drama,,,
4772,Aankh Micholi,Ramanna,"jalal,farida,rakesh,bharathi,roshan,vishnuvardhan",drama,,,
4773,Aankhon Aankhon Mein,Raghunath Jhalani,"pran,raakhee,roshan,rakesh",drama,,,
4774,Amar Prem,Shakti Samanta,"tagore,sharmila,rajesh,khanna",drama,,,
4775,Annadata,Asit Sen,"bhaduri,jaya,dhawan,anil",drama,,,
4776,Anokha Daan,Asit Sen,"bedi,tarun,dhawan,anil,zaheera,kabir,bose",drama,,,
4777,Anokha Milan,Jagannath Chatterjee,"dharmendra,kumar,dilip",drama,,,
4778,Anokhi Pehchan,Satyen Bose,"khan,sanjay,raakhee",drama,,,
4779,Anuraag,Shakti Samanta,"nutan,rajesh,khanna",drama,,,
4780,Apna Desh,Jambu,"mumtaz,rajesh,khanna",drama,,,
4781,Apradh,Feroz Khan,"khan,feroz,mumtaz",action,,,
4782,Babul Ki Galiyaan,S.D. Narang,"khan,malini,shatrughan,sinha,sanjay,hema",drama,,,
4783,Baharon Phool Barsao,Unknown,"dheeraj,kumar",drama,,,
4784,Bandagi,K. Shankar,pandharibai,romance,,,
4785,Bansi Birju,Prakash Verma,"bachchan,jaya,amitabh,bhaduri",romance,,,
4786,Bawarchi,Hrishikesh Mukherjee,"bhaduri,jaya,rajesh,khanna",comedy,,,
4787,Be-Imaan,Sohanlal Kanwar,"raakhee,kumar,manoj,pran",unknown,,,
4788,Bees Saal Pehle,Probir Roy,"lalita,pawar",drama,,,
4789,Bhai Ho To Aisa,Manmohan Desai,"malini,shatrughan,sinha,jeetendra,hema",drama,,,
